Y		LRT		VR1		VR2		Gender		School
-1.8036483		3.3807		0		1		1		7
-1.0051336		6.3807		1		0		1		7
0.112787		4.3807		0		1		1		7
1.470262		6.3807		1		0		1		7
0.5120443		-8.6193		0		1		1		7
-0.7655792		-3.6193		0		1		1		7
1.0710047		7.3807		1		0		1		7
1.3105591		11.3807		1		0		1		7
1.1508561		2.3807		0		1		1		7
0.5120443		2.3807		0		1		1		7
0.9113017		5.3807		0		1		1		7
1.2307076		15.3807		1		0		1		7
1.0710047		9.3807		0		1		1		7
-0.9252821		-0.6193		0		1		1		7
0.1926384		-7.6193		0		1		1		7
0.1926384		5.3807		0		1		1		7
-0.0469159		10.3807		1		0		1		7
0.6717473		8.3807		1		0		1		7
0.4321929		-2.6193		0		1		1		7
0.1926384		-1.6193		0		1		1		7
0.5918958		14.3807		1		0		1		7
-0.0469159		10.3807		1		0		1		7
-0.5260247		4.3807		0		1		1		7
-0.2864703		2.3807		0		1		1		7
0.7515988		7.3807		1		0		1		7
0.112787		9.3807		1		0		1		7
-1.4842424		-16.6193		0		1		0		8
0.5120443		7.3807		0		1		1		8
0.6717473		4.3807		1		0		0		8
1.7896679		7.3807		1		0		1		8
-0.0469159		14.3807		0		1		0		8
1.9493709		9.3807		1		0		1		8
1.629965		21.3807		1		0		1		8
-1.0051336		4.3807		0		1		0		8
-0.2864703		3.3807		1		0		0		8
0.5120443		11.3807		1		0		0		8
0.4321929		11.3807		1		0		0		8
0.6717473		4.3807		1		0		0		8
0.8314502		-3.6193		0		1		1		8
-0.7655792		-2.6193		0		1		0		8
1.7896679		13.3807		1		0		1		8
-0.6058762		6.3807		0		1		0		8
-1.244688		0.3807		0		1		0		8
1.7896679		3.3807		1		0		1		8
0.0329355		4.3807		0		1		0		8
1.629965		15.3807		1		0		0		8
-0.7655792		8.3807		0		1		0		8
-0.6857277		2.3807		0		1		0		8
2.34862828		11.3807		1		0		1		8
0.99115323		0.3807		0		1		1		8
0.03293554		3.3807		0		1		0		8
-0.60587625		-8.6193		0		1		0		8
1.23070765		14.3807		1		0		0		8
-0.60587625		10.3807		0		1		1		8
-0.7655792		3.3807		0		1		1		8
-0.12676741		-0.6193		0		1		1		8
0.59189586		0.3807		0		1		0		8
-0.04691593		2.3807		1		0		0		8
0.67174733		13.3807		0		1		0		8
-0.12676741		-4.6193		0		1		0		8
0.11278701		14.3807		1		0		1		8
0.43219291		7.3807		0		1		1		8
0.7515988		12.3807		0		1		0		8
0.59189586		8.3807		0		1		0		8
1.39041059		3.3807		0		1		0		8
1.62996502		15.3807		1		0		1		8
0.91130175		-0.6193		0		1		0		8
0.99115323		13.3807		0		1		0		8
-0.68572773		-3.6193		0		1		0		8
-0.7655792		-13.6193		0		1		0		8
1.94937091		9.3807		1		0		1		8
-1.16483657		-9.6193		0		1		0		8
-0.60587625		14.3807		0		1		1		8
2.10907386		11.3807		1		0		1		8
0.19263849		11.3807		1		0		1		8
0.59189586		-1.6193		1		0		1		8
0.7515988		14.3807		1		0		0		8
-1.40439099		4.3807		0		1		1		8
2.02922239		17.3807		1		0		0		8
0.43219291		4.3807		1		0		1		8
-0.68572773		-3.6193		0		1		0		8
-0.92528215		4.3807		0		1		0		9
1.15085617		30.3807		1		0		0		9
0.35234143		9.3807		1		0		0		9
0.43219291		-10.6193		0		0		1		9
-0.20661888		-0.6193		1		0		0		9
1.55011354		0.3807		1		0		1		9
-0.60587625		0.3807		0		0		1		9
2.18892533		12.3807		1		0		1		9
0.19263849		-9.6193		0		0		0		9
0.67174733		-11.6193		0		0		0		9
1.70981649		1.3807		0		1		0		9
-1.88349983		-15.6193		0		0		0		9
0.03293554		1.3807		0		1		1		9
1.62996502		14.3807		1		0		0		9
-0.366321		-5.6193		0		1		1		9
0.1926384		-10.6193		0		1		1		9
0.7515988		-6.6193		0		1		0		9
1.629965		19.3807		1		0		1		9
-0.0469159		9.3807		0		1		1		9
-0.1267674		-6.6193		0		0		1		9
1.3904105		7.3807		1		0		0		9
1.3105591		24.3807		1		0		0		9
-0.2066188		0.3807		0		1		0		9
-0.2864703		9.3807		0		1		1		9
0.2724899		4.3807		1		0		0		9
2.0292223		29.3807		1		0		0		9
2.0292223		20.3807		1		0		1		9
1.5501135		18.3807		0		1		1		9
0.9113017		1.3807		0		1		1		9
1.5501135		20.3807		1		0		1		9
1.9493709		29.3807		1		0		1		9
0.3523414		10.3807		0		1		0		9
0.8314502		7.3807		0		1		0		9
1.5501135		8.3807		1		0		0		9
1.1508561		11.3807		1		0		0		9
1.3105591		20.3807		1		0		0		9
-0.1267674		1.3807		0		1		1		9
1.2307076		-10.6193		0		1		0		9
0.5120443		3.3807		0		1		1		9
-0.3663218		-11.6193		0		0		1		10
0.9113017		4.3807		1		0		1		10
0.9911532		-8.6193		0		1		1		10
-0.2864703		1.3807		0		1		1		10
-0.4461733		-1.6193		0		1		1		10
0.5120443		-3.6193		0		1		1		10
0.5120443		9.3807		0		1		1		10
0.8314502		14.3807		1		0		1		10
0.5918958		1.3807		0		1		1		10
0.5918958		11.3807		0		1		1		10
1.3904105		-1.6193		1		0		1		10
0.0329355		-6.6193		0		1		1		10
1.629965		10.3807		0		1		1		10
1.7896679		14.3807		1		0		1		10
0.5918958		-6.6193		0		1		1		10
1.470262		6.3807		1		0		1		10
2.2687768		24.3807		1		0		1		10
0.112787		-1.6193		0		1		1		10
1.470262		12.3807		1		0		1		10
-0.9252821		4.3807		0		1		1		10
1.3904105		17.3807		1		0		1		10
0.8314502		13.3807		0		1		1		10
-0.28647		4.3807		1		0		1		10
-1.0051336		9.3807		0		1		1		10
2.1090738		19.3807		1		0		1		10
0.2724899		0.3807		0		1		1		10
1.470262		2.3807		0		1		1		10
2.2687768		29.3807		1		0		1		10
0.5918958		2.3807		0		1		1		10
-0.6857277		-8.6193		0		1		1		10
0.112787		-8.6193		0		0		1		10
0.7515988		-2.6193		0		1		1		10
0.4321929		5.3807		0		0		1		10
1.1508561		3.3807		1		0		1		10
1.3904105		25.3807		1		0		1		10
1.7098164		5.3807		1		0		1		10
0.9911532		7.3807		1		0		1		10
-0.1267674		-14.6193		0		1		1		10
-1.0849851		-27.6193		0		0		1		10
1.7896679		5.3807		0		1		1		10
1.3904105		6.3807		0		1		1		10
0.1926384		7.3807		0		1		1		10
-1.1648365		-18.6193		0		1		1		10
0.9113017		8.3807		0		1		1		10
-0.2066188		12.3807		0		1		1		10
1.5501135		11.3807		1		0		1		10
-0.1267674		-18.6193		0		0		1		10
1.2307076		15.3807		1		0		1		10
-0.4461733		-9.6193		0		1		1		10
-1.4842424		-21.6193		0		0		1		10
1.1508561		-1.6193		0		1		1		10
0.4321929		7.3807		1		0		1		10
0.5918958		7.3807		0		1		1		10
0.3523414		-3.6193		0		1		1		10
0.112787		-6.6193		1		0		1		10
0.1926384		9.3807		0		1		1		10
0.112787		0.3807		0		1		1		10
-0.6058762		-8.6193		0		0		1		10
1.3904105		12.3807		1		0		1		10
0.3523414		-13.6193		0		1		1		10
1.7098164		11.3807		1		0		1		10
0.3523414		0.3807		1		0		1		10
0.5918958		6.3807		1		0		1		10
-0.0469159		4.3807		0		1		1		10
0.0329355		6.3807		0		1		1		10
1.8695194		0.3807		1		0		1		10
0.5918958		-4.6193		0		1		1		10
0.9113017		10.3807		1		0		1		10
0.112787		13.3807		0		1		1		10
1.94937		17.3807		0		1		1		10
-0.206618		5.3807		0		1		1		10
-0.126767		15.3807		1		0		1		10
-0.28647		-0.6193		0		1		1		10
-0.206618		-9.6193		0		1		1		11
2.109073		37.3807		1		0		0		11
-1.40439		4.3807		0		1		1		11
1.150856		18.3807		1		0		0		11
-0.046915		22.3807		0		1		1		11
-0.366321		7.3807		0		1		1		11
0.591895		-0.6193		1		0		1		11
0.432192		16.3807		0		1		0		11
0.512044		-6.6193		0		1		0		11
0.512044		16.3807		1		0		1		11
-0.206618		-3.6193		0		1		1		11
-1.084985		-2.6193		0		1		1		11
-0.605876		6.3807		0		1		1		11
-1.244688		6.3807		1		0		0		11
-0.28647		-7.6193		0		1		0		11
-0.765579		4.3807		0		1		0		11
1.071004		12.3807		0		1		0		11
-0.446173		3.3807		0		1		0		11
-1.084985		-13.6193		0		1		0		11
1.230707		17.3807		1		0		1		11
0.83145		4.3807		0		1		1		11
-1.40439		-26.6193		0		0		0		11
-0.526024		-23.6193		0		0		0		11
-0.446173		0.3807		0		1		1		11
0.032935		3.3807		1		0		0		11
0.751598		6.3807		1		0		0		11
-1.244688		-12.6193		0		1		0		11
0.751598		-1.6193		1		0		0		11
0.83145		-2.6193		0		0		0		11
0.112787		2.3807		0		1		1		11
-0.046915		-0.6193		0		1		1		11
0.032935		-5.6193		0		1		1		11
0.352341		8.3807		1		0		0		11
-0.366321		-5.6193		0		1		1		11
-0.526024		5.3807		0		1		0		11
0.352341		10.3807		1		0		1		11
0.591895		-15.6193		1		0		0		11
-1.643945		-21.6193		0		0		0		11
-0.446173		16.3807		1		0		0		11
-1.883499		-8.6193		0		0		1		11
-1.084985		-9.6193		0		0		1		11
-0.765579		3.3807		0		1		0		11
-0.446173		-5.6193		1		0		0		11
-0.92528		9.3807		1		0		1		11
-0.84543		-15.6193		0		1		0		11
-0.605876		1.3807		0		1		0		11
1.789667		11.3807		1		0		1		11
-0.925282		-7.6193		0		1		1		11
-0.84543		-6.6193		0		1		1		11
-0.84543		20.3807		1		0		0		11
-0.605876		1.3807		0		1		1		11
-1.643945		-5.6193		0		1		1		11
-0.126767		20.3807		1		0		1		11
-0.765579		8.3807		1		0		1		11
-1.324539		-3.6193		0		1		0		11
-0.126767		26.3807		1		0		0		11
1.550113		11.3807		1		0		1		11
-1.723796		-11.6193		0		0		0		11
-0.925282		-8.6193		0		1		0		11
-0.925282		-4.6193		0		1		0		11
-0.366321		1.3807		1		0		1		11
-0.925282		-26.6193		0		1		0		11
-1.40439		-17.6193		0		1		0		11
-1.40439		-7.6193		0		1		1		11
0.83145		11.3807		1		0		0		11
-1.883499		-12.6193		0		1		0		11
0.512044		9.3807		0		1		1		11
0.352341		0.3807		0		1		1		11
-0.28647		-19.6193		0		0		1		11
-1.723796		-16.6193		0		0		0		11
-0.685727		-7.6193		0		1		0		11
-1.963351		-9.6193		0		1		0		11
-1.164836		3.3807		1		0		0		11
-0.366321		-1.6193		0		1		1		11
-0.366321		-11.6193		0		1		0		11
1.230707		22.3807		1		0		0		11
-0.046915		6.3807		0		1		1		11
-0.28647		2.3807		1		0		0		11
0.352341		11.3807		0		1		0		11
-0.84543		-10.6193		0		1		1		11
-1.883499		-14.6193		0		0		0		11
-0.366321		-2.6193		0		1		1		11
-1.883499		-21.6193		0		0		0		11
-1.164836		-9.6193		0		1		0		11
0.272489		-1.6193		0		1		1		11
0.192638		1.3807		0		1		1		11
0.192638		23.3807		1		0		0		11
-1.244688		0.3807		0		1		1		11
-1.244688		-3.6193		0		0		1		11
0.192638		18.3807		1		0		1		11
0.512044		-1.6193		0		1		1		12
-1.8834998		-7.6193		0		1		0		12
-0.8454306		5.3807		0		1		0		12
-0.5260247		21.3807		0		1		0		12
-1.0051336		-14.6193		0		0		1		12
0.9911532		-20.6193		0		0		0		12
-0.2864703		14.3807		1		0		0		12
-1.5640939		-12.6193		0		1		1		12
0.7515988		2.3807		1		0		1		12
-0.5260247		6.3807		1		0		0		12
0.9911532		-1.6193		0		1		1		12
-0.7655792		7.3807		0		1		1		12
0.8314502		12.3807		0		1		1		12
-1.8036483		-12.6193		0		0		1		12
-2.0432027		-27.6193		0		0		1		12
0.9911532		18.3807		1		0		0		12
-0.7655792		1.3807		0		1		1		12
-1.0051336		-2.6193		0		1		1		12
-1.0051336		-18.6193		0		1		0		12
0.0329355		4.3807		0		1		1		12
-1.8834998		1.3807		0		0		1		12
-0.2864703		-7.6193		0		0		1		12
-1.9633513		-18.6193		0		0		0		12
1.0710047		-11.6193		0		1		0		12
-1.7237968		3.3807		0		0		1		12
-0.9252821		-20.6193		0		0		1		12
0.4321929		18.3807		1		0		0		13
2.2687768		9.3807		1		0		0		13
-0.1267674		-5.6193		0		1		0		13
1.1508561		-6.6193		0		1		0		13
0.3523414		-0.6193		0		1		0		13
1.7896679		2.3807		1		0		0		13
-0.6857277		-34.6193		0		1		0		13
-1.1648365		-16.6193		0		0		0		13
-0.5260247		-9.6193		0		1		0		13
-0.0469159		-0.6193		0		0		0		13
1.2307076		0.3807		0		1		0		13
2.1090738		15.3807		1		0		0		13
-0.2066188		4.3807		1		0		0		13
-0.4461733		4.3807		0		1		0		13
0.112787		-26.6193		0		1		0		13
-1.3245395		-1.6193		0		1		0		13
1.8695194		-10.6193		0		0		0		13
0.4321929		16.3807		1		0		0		13
2.1889253		8.3807		0		1		0		13
0.6717473		-19.6193		1		0		0		13
-1.9633513		-5.6193		0		1		0		13
-0.36632		2.3807		0		1		0		13
0.671747		6.3807		1		0		0		13
0.192638		0.3807		1		0		0		13
-0.685727		-10.6193		0		1		0		13
-0.84543		-4.6193		0		0		0		13
0.751598		-3.6193		0		1		0		13
-0.685727		-14.6193		0		0		0		13
-1.40439		-15.6193		0		1		0		13
0.83145		-14.6193		0		0		0		13
-0.765579		0.3807		0		1		0		13
-0.526024		1.3807		0		1		0		13
-0.925282		-17.6193		0		1		0		13
1.310559		-8.6193		0		1		0		13
0.991153		-7.6193		0		1		0		13
0.83145		0.3807		0		1		0		13
-1.084985		-7.6193		0		1		0		13
-0.84543		4.3807		0		1		1		14
-0.28647		-18.6193		0		1		1		14
0.352341		-3.6193		0		1		1		14
-0.046915		8.3807		1		0		1		14
0.112787		-11.6193		0		1		1		14
-0.126767		-12.6193		0		1		1		14
-0.446173		-20.6193		0		0		1		14
1.071004		-8.6193		1		0		1		14
-0.28647		13.3807		1		0		1		14
-1.164836		-11.6193		0		0		1		14
-0.84543		-18.6193		0		0		1		14
0.192638		17.3807		0		1		1		14
0.272489		-0.6193		0		1		1		14
-0.046915		3.3807		0		1		1		14
-0.206618		-8.6193		0		1		1		14
-1.643945		-24.6193		0		0		1		14
0.671747		18.3807		1		0		1		14
-1.963351		-20.6193		0		1		1		14
-2.123054		-27.6193		0		0		1		14
-2.123054		-22.6193		0		0		1		14
-0.605876		5.3807		0		1		1		14
-1.564093		-24.6193		0		0		1		14
0.751598		0.3807		0		1		1		14
-1.564093		-30.6193		0		0		1		14
-0.206618		-16.6193		0		0		1		14
-1.244688		-4.6193		0		1		1		14
-1.084985		-8.6193		0		1		1		14
0.352341		15.3807		1		0		1		14
0.032935		-3.6193		0		1		1		14
1.150856		7.3807		1		0		1		14
-0.126767		4.3807		0		1		1		14
-0.84543		-19.6193		0		1		1		14
-1.084985		-22.6193		0		0		1		14
-0.765579		-6.6193		0		1		1		14
0.512044		0.3807		0		1		1		14
-0.126767		1.3807		0		1		1		14
-0.84543		-24.6193		0		0		1		14
-0.28647		-12.6193		0		1		1		14
-0.366321		-5.6193		0		1		1		14
-0.685727		1.3807		0		1		1		14
-0.685727		-6.6193		0		1		1		14
-1.564093		-1.6193		0		1		1		14
0.432192		2.3807		1		0		1		14
-0.28647		0.3807		0		1		1		14
0.192638		15.3807		0		1		1		14
-0.526024		-7.6193		0		1		1		14
-0.765579		-11.6193		0		1		1		14
-0.526024		1.3807		1		0		1		14
0.032935		9.3807		0		1		1		14
0.83145		7.3807		0		1		1		14
-0.046915		-8.6193		0		1		1		14
-0.605876		-5.6193		0		1		1		14
-0.925282		-22.6193		0		0		1		14
0.911301		-1.6193		1		0		1		14
-0.685727		-14.6193		0		1		1		14
0.512044		22.3807		1		0		1		14
-1.084985		-16.6193		0		0		1		14
-0.206618		-17.6193		0		1		1		14
-0.685727		-13.6193		0		1		1		14
-2.123054		-34.6193		0		0		1		14
-0.366321		-2.6193		0		1		1		14
0.591895		-13.6193		0		1		1		14
-0.366321		-7.6193		0		0		1		14
-0.925282		-5.6193		0		1		1		14
-1.564093		-8.6193		0		0		1		14
-0.526024		-20.6193		0		0		1		14
-0.605876		-17.6193		0		0		1		14
-1.40439		3.3807		0		1		1		14
0.192638		-5.6193		0		1		1		14
-1.164836		-13.6193		0		0		1		14
-1.164836		-15.6193		0		0		1		14
-1.963351		-23.6193		0		0		1		14
0.272489		17.3807		0		1		1		14
-0.605876		-24.6193		0		0		0		15
0.352341		2.3807		1		0		0		15
1.310559		-12.6193		0		1		0		15
-0.046915		-13.6193		0		1		1		15
0.192638		2.3807		1		0		1		15
0.59189		-7.6193		0		0		1		15
0.352341		3.3807		0		1		0		15
-0.925282		-8.6193		0		1		0		15
-0.126767		6.3807		1		0		0		15
0.991153		-8.6193		0		1		0		15
-0.925282		-7.6193		0		1		0		15
-1.803648		-19.6193		0		0		0		15
-0.685727		-14.6193		0		0		1		15
-1.164836		-12.6193		0		1		0		15
0.591895		8.3807		0		1		0		15
0.911301		1.3807		1		0		0		15
-0.446173		-6.6193		0		1		1		15
-0.446173		-16.6193		0		1		1		15
1.310559		1.3807		1		0		1		15
0.27249		-6.6193		0		1		1		15
0.192638		-7.6193		0		1		1		15
-1.324539		-31.6193		0		0		0		15
0.27249		-12.6193		0		1		0		15
-0.605876		3.3807		0		1		0		15
1.470262		7.3807		1		0		1		15
-0.685727		-0.6193		0		1		0		15
1.470262		12.3807		1		0		1		15
-1.404391		12.3807		0		1		1		15
0.352341		2.3807		0		1		0		15
1.071004		6.3807		0		1		0		15
-1.164836		4.3807		0		0		0		15
-0.366321		-10.6193		0		1		1		15
-1.164836		-9.6193		0		1		0		15
-1.164836		-6.6193		0		1		1		15
-0.366321		-20.6193		0		1		0		15
-0.366321		-3.6193		0		0		0		15
-1.164836		-5.6193		0		0		1		15
0.83145		7.3807		1		0		0		15
-0.126767		-17.6193		0		0		1		15
-0.366321		-19.6193		0		1		0		15
-0.446173		1.3807		0		1		1		15
-1.005133		-20.6193		0		0		0		15
-1.164836		-6.6193		0		0		0		15
-0.206618		3.3807		0		1		0		15
-0.446173		-13.6193		0		1		1		15
-1.244688		-22.6193		0		0		0		15
-0.84543		-12.6193		0		1		0		15
0.27249		6.3807		0		1		1		15
-0.446173		-29.6193		0		1		1		15
-1.484242		-25.6193		0		0		1		15
0.112787		-10.6193		0		1		0		15
-0.366321		0.3807		0		0		1		15
0.67174		19.3807		0		1		0		15
-0.366321		-10.6193		0		1		0		15
0.991153		-1.6193		1		0		0		15
0.352341		-0.6193		1		0		1		15
-1.723796		-28.6193		0		0		1		15
-0.526024		-2.6193		0		1		0		15
0.671747		-0.6193		0		1		1		15
-0.28647		-10.6193		0		1		1		15
0.591895		9.3807		1		0		1		15
-1.40439		-7.6193		0		1		1		15
1.94937		12.3807		1		0		1		15
-0.446173		-19.6193		0		0		0		15
-1.005133		-18.6193		0		0		0		15
0.591895		-0.6193		1		0		0		15
0.911301		-1.6193		1		0		1		15
-2.043202		-10.6193		0		0		0		15
-0.765579		-6.6193		0		1		0		15
-1.244688		-21.6193		0		1		0		15
-1.803648		-32.6193		0		0		0		15
-0.126767		-0.6193		0		1		0		15
-0.765579		-7.6193		0		1		0		15
-0.765579		-10.6193		0		1		1		15
-1.324539		-19.6193		0		1		0		15
1.629965		9.3807		0		1		0		16
0.112787		-34.6193		0		0		0		16
0.432192		-10.6193		0		1		0		16
0.751598		2.3807		0		1		0		16
-1.883499		-27.6193		0		0		0		16
0.032935		-2.6193		0		0		0		16
-0.685727		-6.6193		0		1		0		16
-1.564093		-22.6193		0		0		0		16
0.192638		2.3807		0		1		0		16
0.512044		-1.6193		0		0		0		16
0.591895		4.3807		0		1		0		16
-1.005133		1.3807		0		1		0		16
-0.84543		0.3807		0		1		0		16
0.991153		13.3807		1		0		0		16
-0.126767		-6.6193		0		1		0		16
0.991153		9.3807		0		1		0		16
-1.005133		-15.6193		0		0		0		16
-1.40439		-29.6193		0		0		0		16
-1.005133		-11.6193		0		0		0		16
0.272489		-17.6193		0		1		0		16
-1.005133		-10.6193		0		1		0		16
0.911301		10.3807		0		1		0		16
0.032935		7.3807		1		0		0		16
-0.84543		-15.6193		0		0		0		16
0.03293		-7.6193		0		1		0		16
-1.084985		-11.6193		0		0		0		16
0.192638		-2.6193		0		0		0		16
0.751598		-8.6193		0		1		0		16
-0.685727		-31.6193		0		0		0		16
1.709816		7.3807		0		1		0		16
-0.366321		-6.6193		0		1		0		16
-1.084985		-8.6193		0		1		0		16
-1.40439		-8.6193		0		0		0		16
-0.605876		-14.6193		0		0		0		16
-1.244688		-1.6193		0		1		0		16
-1.324539		-16.6193		0		1		0		16
0.352341		0.3807		0		1		0		16
-0.206618		-4.6193		0		1		0		16
0.991153		3.3807		1		0		0		16
-1.005133		5.3807		0		1		0		17
-0.925282		11.3807		1		0		1		17
0.352341		-7.6193		0		1		0		17
-0.84543		-0.6193		0		1		1		17
-0.366321		2.3807		0		1		0		17
-1.005133		-18.6193		0		0		1		17
-0.605876		-0.6193		0		1		1		17
0.112787		10.3807		0		1		0		17
-1.643945		-23.6193		0		0		0		17
-1.164836		-4.6193		0		1		0		17
-0.366321		20.3807		1		0		1		17
-1.244688		-6.6193		0		1		0		17
-0.605876		-0.6193		0		1		0		17
-0.765579		-9.6193		0		1		0		17
-1.324539		-9.6193		0		1		0		17
-1.084985		3.3807		1		0		0		17
-1.084985		5.3807		0		1		1		17
-0.526024		-2.6193		0		1		0		17
-1.244688		4.3807		0		1		0		17
0.032935		-1.6193		0		0		1		17
0.192638		10.3807		1		0		1		17
-0.366321		2.3807		0		0		0		17
-1.40439		-12.6193		0		0		0		17
-1.40439		-9.6193		0		0		0		17
-1.723796		2.3807		0		1		0		17
-1.244688		-2.6193		1		0		1		17
0.192638		6.3807		1		0		1		17
-0.28647		-15.6193		0		1		0		17
-1.244688		-15.6193		0		0		1		17
-0.206618		10.3807		0		1		1		17
-1.40439		7.3807		1		0		1		17
-1.484242		5.3807		0		1		0		17
-1.08498		-13.6193		0		0		1		17
-0.28647		8.3807		0		1		0		17
-1.164836		-12.6193		0		0		0		17
-1.244688		-9.6193		0		0		0		17
-1.484242		-19.6193		0		0		0		17
-1.244688		5.3807		0		1		0		17
-0.84543		-1.6193		1		0		1		17
-0.206618		4.3807		0		1		1		17
-0.366321		-4.6193		0		1		1		17
-0.765579		-7.6193		0		1		1		17
-1.40439		-25.6193		0		0		1		17
0.112787		0.3807		0		1		1		17
-0.046915		16.3807		1		0		1		17
-1.963351		-34.6193		0		0		0		17
-0.526024		5.3807		0		1		1		17
-0.605876		-17.6193		0		0		0		17
0.671747		-18.6193		0		0		0		17
-0.925282		-3.6193		0		1		1		17
-1.164836		1.3807		0		1		1		17
-1.005133		4.3807		0		1		1		17
0.192638		-6.6193		0		1		0		17
-1.005133		-7.6193		0		1		0		17
-1.484242		-9.6193		0		1		0		17
-0.526024		-2.6193		0		1		1		17
-1.005133		-8.6193		0		1		0		17
0.751598		12.3807		0		1		1		18
-0.605876		-11.6193		0		1		1		18
1.709816		10.3807		1		0		1		18
0.83145		-17.6193		0		1		1		18
-0.046915		-4.6193		0		1		1		18
-0.046915		7.3807		1		0		1		18
1.230707		3.3807		1		0		1		18
0.671747		10.3807		0		1		1		18
0.192638		-3.6193		0		1		1		18
-0.366321		-9.6193		0		1		1		18
1.150856		-4.6193		0		1		1		18
-0.925282		-16.6193		0		1		1		18
1.709816		14.3807		0		1		1		18
-0.765579		-4.6193		0		1		1		18
-1.084985		-28.6193		0		1		1		18
-0.28647		1.3807		0		1		1		18
0.432192		-8.6193		0		1		1		18
1.550113		4.3807		1		0		1		18
0.192638		-9.6193		1		0		1		18
1.550113		4.3807		0		1		1		18
-1.164836		-22.6193		0		0		1		18
0.512044		-4.6193		0		1		1		18
-0.20661		2.3807		0		1		1		18
-0.206618		-11.6193		0		1		1		18
-0.605876		-11.6193		0		1		1		18
0.352341		-8.6193		0		1		1		18
1.150856		-1.6193		1		0		1		18
0.432192		4.3807		0		1		1		18
0.83145		6.3807		1		0		1		18
-0.765579		0.3807		0		1		1		18
-0.206618		-22.6193		0		0		1		18
0.432192		-9.6193		0		1		1		18
0.512044		5.3807		1		0		1		18
-0.206618		4.3807		0		1		1		18
0.112787		-8.6193		0		0		1		18
1.470262		-3.6193		0		1		1		18
0.911301		13.3807		1		0		1		18
0.83145		-17.6193		0		0		1		18
0.032935		-12.6193		0		0		1		18
1.071004		2.3807		0		1		1		18
0.432192		-5.6193		0		1		1		18
0.112787		-7.6193		0		1		1		18
0.512044		-9.6193		0		1		1		18
-0.925282		-13.6193		0		1		1		18
-0.765579		-10.6193		0		1		1		18
0.83145		8.3807		0		1		1		18
0.591895		16.3807		0		1		1		18
0.272489		-13.6193		0		1		1		18
0.751598		-1.6193		0		1		1		18
-0.84543		-3.6193		0		1		1		18
-0.206618		-4.6193		0		1		1		18
1.230707		10.3807		1		0		1		18
1.709816		5.3807		1		0		1		18
0.032935		-3.6193		0		1		1		18
1.230707		-0.6193		0		1		1		18
0.911301		-26.6193		0		0		1		18
-0.28647		-13.6193		0		0		1		18
-1.164836		-13.6193		0		1		1		18
1.150856		-12.6193		0		1		1		18
-1.244688		-11.6193		0		0		1		18
0.591895		8.3807		1		0		1		18
-0.526024		8.3807		0		1		1		18
-0.605876		-4.6193		0		1		1		18
0.112787		-6.6193		0		1		1		18
2.029222		35.3807		1		0		1		18
-0.526024		0.3807		0		1		1		18
-0.605876		7.3807		0		1		1		18
0.272489		7.3807		0		1		1		18
-1.244688		-22.6193		0		0		1		18
0.19263		-12.6193		0		1		1		18
-0.925282		-22.6193		0		0		1		18
0.591895		6.3807		0		1		1		18
-0.925282		-0.6193		0		1		1		18
-1.564093		4.3807		0		1		1		18
0.272489		-4.6193		0		1		1		18
0.591895		-6.6193		0		1		1		18
0.911301		10.3807		0		1		1		18
0.112787		-8.6193		0		1		1		18
0.032935		-4.6193		0		1		1		18
0.272489		-2.6193		0		1		1		19
0.512044		-0.6193		1		0		1		19
1.071004		2.3807		0		1		1		19
0.272489		1.3807		0		0		1		19
-0.28647		-23.6193		0		0		1		19
1.39041		8.3807		1		0		1		19
-1.244688		-5.6193		0		1		1		19
2.508331		23.3807		1		0		1		19
1.230707		-25.6193		1		0		1		19
-1.564093		-8.6193		0		0		1		19
-0.046915		-3.6193		0		1		1		19
-1.244688		-2.6193		0		0		1		19
0.671747		5.3807		0		1		1		19
-1.643945		-10.6193		0		0		1		19
2.188925		20.3807		1		0		1		19
-1.564093		-4.6193		0		1		1		19
-0.366321		10.3807		0		1		1		19
1.150856		3.3807		1		0		1		19
2.827737		18.3807		1		0		1		19
0.911301		8.3807		1		0		1		19
-1.164836		-1.6193		0		0		1		19
0.911301		10.3807		1		0		1		19
1.071004		2.3807		0		1		1		19
2.188925		10.3807		1		0		1		19
-0.126767		-8.6193		0		1		1		19
1.310559		26.3807		1		0		1		19
1.310559		16.3807		1		0		1		19
1.230707		7.3807		0		1		1		19
0.352341		14.3807		0		1		1		19
-1.244688		-0.6193		0		1		1		19
-1.164836		-11.6193		0		1		1		19
-1.244688		-19.6193		0		1		1		19
1.629965		9.3807		1		0		1		19
1.470262		12.3807		0		1		1		19
-0.28647		-4.6193		0		1		1		19
-1.084985		-3.6193		0		0		1		19
1.150856		35.3807		1		0		1		19
-0.52602		-5.6193		0		1		1		19
2.98744		35.3807		1		0		1		19
3.5464		23.3807		1		0		1		19
2.188925		14.3807		1		0		1		19
0.272489		-1.6193		0		1		1		19
0.751598		3.3807		0		1		1		20
-0.925282		-10.6193		0		0		1		20
0.272489		-6.6193		0		1		1		20
-1.084985		-0.6193		0		1		1		20
-1.005133		-6.6193		0		1		1		20
0.432192		-0.6193		0		1		1		20
-0.28647		3.3807		0		1		1		20
0.991153		1.3807		0		1		1		20
0.991153		-3.6193		0		1		1		20
0.352341		-10.6193		0		0		1		20
-0.925282		-0.6193		0		1		1		20
-0.366321		3.3807		0		1		1		20
